Video_ID,Video_Title,Category,Region,Sound_Used,Followers,Following,Views,Likes,Comments,Shares,Duration,Hashtags_Count,Hashtags,Upload_Hour,Upload_Day,Category_TrendScore,Engagement_Rate,Viral
2875,Gaming video #2874,Gaming,LATAM,Trending,36428,72,45274,4353,411,234,106,4,#dance #music #fun #beauty,17,Friday,0.7,0.11,1
2876,Lifestyle video #2875,Lifestyle,Europe,Trending,13231,74,8282,517,20,11,145,7,#trend #tiktok #music #viral #comedy #fun #fyp,9,Sunday,0.6,0.066,0
2877,Beauty video #2876,Beauty,LATAM,Remix,12841,33,18571,2216,109,148,106,4,#music #fun #fyp #comedy,17,Saturday,0.75,0.133,1
2878,Beauty video #2877,Beauty,US,Trending,12005,95,47181,2608,176,175,50,2,#beauty #dance,7,Friday,0.75,0.063,0
2879,Music video #2878,Music,LATAM,Trending,666459,364,604105,32482,1607,2458,146,4,#comedy #music #fyp #trend,12,Saturday,0.8,0.06,0
2880,Music video #2879,Music,Europe,Original,23642,762,18607,1571,63,78,112,3,#viral #tiktok #fyp,22,Wednesday,0.8,0.092,1
2881,Gaming video #2880,Gaming,US,Original,24261,400,33469,2820,206,196,109,1,#fyp,20,Saturday,0.7,0.096,1
2882,Tutorial video #2881,Tutorial,Europe,Trending,61302,184,41444,3267,256,148,54,2,#viral #dance,5,Monday,0.65,0.089,1
2883,Music video #2882,Music,Europe,Trending,334748,233,436033,48851,4390,2124,159,7,#beauty #fun #tutorial #comedy #tiktok #music #dance,14,Thursday,0.8,0.127,1
2884,Gaming video #2883,Gaming,Asia,Trending,20220,311,17926,1135,93,44,79,5,#fyp #viral #trend #tiktok #fun,3,Wednesday,0.7,0.071,0
2885,Beauty video #2884,Beauty,US,Trending,18917,653,12495,1290,44,54,60,6,#dance #fun #trend #beauty #music #tiktok,19,Monday,0.75,0.111,1
2886,Music video #2885,Music,Europe,Trending,7624,79,31351,2863,92,197,16,5,#beauty #trend #tiktok #tutorial #fun,8,Wednesday,0.8,0.101,1
2887,Comedy video #2886,Comedy,US,Trending,98511,242,80762,5210,473,337,52,5,#comedy #beauty #music #viral #trend,21,Saturday,0.88,0.075,0
2888,Gaming video #2887,Gaming,Asia,Original,5003,63,6733,736,33,22,148,5,#fyp #beauty #dance #tiktok #tutorial,15,Monday,0.7,0.117,1
2889,Lifestyle video #2888,Lifestyle,Europe,Original,18760,327,9939,981,51,28,112,6,#viral #music #dance #fyp #beauty #comedy,15,Monday,0.6,0.107,1
2890,Gaming video #2889,Gaming,US,Trending,10234,1008,38281,3643,305,287,129,4,#comedy #dance #tiktok #viral,18,Saturday,0.7,0.111,1
2891,Fashion video #2890,Fashion,LATAM,Trending,16665,155,24027,1862,103,130,56,4,#tiktok #fun #music #trend,22,Tuesday,0.77,0.087,1
2892,Tutorial video #2891,Tutorial,LATAM,Trending,31535,67,30487,1831,137,93,18,2,#trend #dance,19,Wednesday,0.65,0.068,0
2893,Dance video #2892,Dance,Europe,Original,31322,124,49356,3328,197,98,140,4,#tutorial #music #viral #trend,5,Friday,0.92,0.073,0
2894,Beauty video #2893,Beauty,Asia,Trending,8262,145,49358,2727,166,153,14,1,#comedy,7,Sunday,0.75,0.062,0
2895,Tutorial video #2894,Tutorial,LATAM,Original,24581,68,35971,2544,195,134,128,4,#dance #fyp #beauty #viral,5,Friday,0.65,0.08,0
2896,Fashion video #2895,Fashion,US,Trending,70392,167,55235,4966,217,358,154,1,#beauty,1,Tuesday,0.77,0.1,1
2897,Fashion video #2896,Fashion,Europe,Trending,6890,71,18772,2239,113,45,17,2,#music #viral,2,Saturday,0.77,0.128,1
2898,Food video #2897,Food,US,Trending,18184,170,16429,1698,132,99,155,5,#tutorial #comedy #trend #music #viral,12,Sunday,0.72,0.117,1
2899,Music video #2898,Music,Europe,Remix,25757,116,40499,4701,378,154,164,3,#viral #music #tutorial,23,Wednesday,0.8,0.129,1
2900,Fashion video #2899,Fashion,US,Trending,8239,602,47246,3157,263,220,22,5,#dance #beauty #tutorial #tiktok #fun,13,Thursday,0.77,0.077,0
2901,Gaming video #2900,Gaming,Europe,Remix,154911,77,220215,12648,1259,715,64,4,#beauty #viral #fyp #trend,12,Saturday,0.7,0.066,0
2902,Comedy video #2901,Comedy,Asia,Original,9004,34,28870,2083,136,111,19,3,#viral #fyp #dance,5,Tuesday,0.88,0.081,1
2903,Music video #2902,Music,Europe,Trending,14955,121,14643,1338,44,63,100,4,#viral #trend #comedy #fyp,11,Monday,0.8,0.099,1
2904,Sports video #2903,Sports,Europe,Original,88569,107,34131,2466,81,90,22,3,#tutorial #beauty #dance,1,Wednesday,0.68,0.077,0
2905,Comedy video #2904,Comedy,US,Original,8297,512,39735,4206,188,255,15,7,#tiktok #tutorial #comedy #viral #beauty #fun #dance,5,Friday,0.88,0.117,1
2906,Music video #2905,Music,US,Original,50482,247,14258,725,38,21,119,7,#music #beauty #tiktok #tutorial #dance #fun #viral,0,Thursday,0.8,0.055,0
2907,Music video #2906,Music,Europe,Original,13265,193,38573,2520,117,171,61,2,#fyp #trend,6,Friday,0.8,0.073,0
2908,Dance video #2907,Dance,Europe,Trending,57281,150,86201,5461,258,409,30,7,#dance #tutorial #fun #tiktok #comedy #fyp #viral,20,Wednesday,0.92,0.071,0
2909,Sports video #2908,Sports,US,Remix,16491,55,17773,1207,82,61,158,7,#fyp #music #fun #viral #tutorial #trend #tiktok,15,Thursday,0.68,0.076,0
2910,Comedy video #2909,Comedy,US,Trending,61517,112,38898,3334,305,75,98,2,#beauty #trend,19,Monday,0.88,0.095,1
2911,Sports video #2910,Sports,US,Trending,11965,224,46586,3723,224,92,170,3,#viral #music #comedy,19,Friday,0.68,0.087,1
2912,Food video #2911,Food,US,Original,12562,170,35246,1812,70,112,57,7,#fun #tiktok #trend #tutorial #beauty #comedy #viral,15,Thursday,0.72,0.057,0
2913,Music video #2912,Music,US,Trending,14874,368,37444,3523,219,78,29,7,#tutorial #tiktok #beauty #fun #music #viral #fyp,20,Friday,0.8,0.102,1
2914,Fashion video #2913,Fashion,Europe,Trending,16218,320,49669,4750,243,300,63,2,#trend #tutorial,0,Wednesday,0.77,0.107,1
2915,Tutorial video #2914,Tutorial,Asia,Original,27089,378,35132,2118,200,55,149,6,#dance #viral #trend #comedy #fyp #beauty,20,Tuesday,0.65,0.068,0
2916,Sports video #2915,Sports,Asia,Remix,13552,1585,19282,1034,87,29,146,5,#beauty #viral #tiktok #fyp #music,21,Tuesday,0.68,0.06,0
2917,Comedy video #2916,Comedy,US,Trending,40616,123,68290,4254,405,104,75,1,#viral,5,Wednesday,0.88,0.07,0
2918,Music video #2917,Music,LATAM,Original,70863,309,111662,6093,199,169,152,2,#viral #trend,20,Friday,0.8,0.058,0
2919,Music video #2918,Music,Europe,Remix,9664,89,25798,2411,213,119,96,7,#tiktok #music #beauty #dance #trend #viral #fyp,14,Friday,0.8,0.106,1
2920,Lifestyle video #2919,Lifestyle,Europe,Remix,82748,78,93417,7308,248,436,49,2,#viral #trend,1,Friday,0.6,0.086,1
2921,Food video #2920,Food,US,Original,24478,53,14627,1201,86,91,43,6,#tiktok #music #fun #tutorial #fyp #trend,3,Friday,0.72,0.094,1
2922,Food video #2921,Food,US,Remix,8745,107,36164,2086,139,153,62,4,#comedy #tiktok #music #dance,10,Thursday,0.72,0.066,0
2923,Dance video #2922,Dance,US,Original,3024,85,1262,89,3,6,153,5,#comedy #dance #beauty #trend #viral,5,Monday,0.92,0.078,0
2924,Music video #2923,Music,US,Trending,30849,1849,55314,4909,483,332,130,7,#fun #dance #fyp #tutorial #music #beauty #viral,17,Tuesday,0.8,0.103,1
2925,Beauty video #2924,Beauty,Europe,Trending,49488,676,12179,1292,44,66,70,5,#fun #viral #beauty #tutorial #fyp,2,Friday,0.75,0.115,1
2926,Food video #2925,Food,US,Trending,34439,320,56566,2973,295,149,29,3,#music #tutorial #fyp,2,Tuesday,0.72,0.06,0
2927,Lifestyle video #2926,Lifestyle,LATAM,Trending,4084,399,8370,899,41,47,30,6,#fun #viral #dance #trend #fyp #tutorial,9,Monday,0.6,0.118,1
2928,Comedy video #2927,Comedy,LATAM,Original,14115,186,22610,2195,174,144,146,7,#tiktok #comedy #music #trend #dance #beauty #viral,14,Wednesday,0.88,0.111,1
2929,Lifestyle video #2928,Lifestyle,Asia,Trending,26126,189,39654,3390,164,201,88,2,#viral #fyp,6,Saturday,0.6,0.095,1
2930,Sports video #2929,Sports,LATAM,Remix,5758,35,22931,1587,132,40,165,6,#tutorial #tiktok #music #comedy #viral #beauty,12,Sunday,0.68,0.077,0
2931,Beauty video #2930,Beauty,LATAM,Original,5609,403,19586,2261,74,115,37,5,#trend #fun #music #dance #tutorial,10,Sunday,0.75,0.125,1
2932,Gaming video #2931,Gaming,Asia,Trending,13635,142,45230,4508,412,216,144,7,#tutorial #comedy #tiktok #music #viral #trend #fun,6,Friday,0.7,0.114,1
2933,Comedy video #2932,Comedy,US,Original,37443,33,45366,3160,246,165,118,1,#tiktok,12,Tuesday,0.88,0.079,0
2934,Dance video #2933,Dance,Asia,Original,25558,784,58457,5959,304,161,151,5,#comedy #viral #fyp #music #dance,21,Monday,0.92,0.11,1
2935,Lifestyle video #2934,Lifestyle,Asia,Trending,60521,388,40796,4349,426,313,105,3,#fyp #tutorial #fun,17,Monday,0.6,0.125,1
2936,Beauty video #2935,Beauty,Europe,Remix,20871,217,27216,3043,174,111,24,1,#fun,10,Sunday,0.75,0.122,1
2937,Beauty video #2936,Beauty,Europe,Trending,18917,70,16941,1917,149,68,141,1,#trend,6,Monday,0.75,0.126,1
2938,Lifestyle video #2937,Lifestyle,US,Trending,191572,160,53390,2734,157,107,150,6,#tiktok #fun #dance #tutorial #trend #beauty,1,Friday,0.6,0.056,0
2939,Gaming video #2938,Gaming,LATAM,Original,33767,46,20961,2109,172,64,107,5,#dance #tiktok #music #comedy #fun,5,Wednesday,0.7,0.112,1
2940,Gaming video #2939,Gaming,Asia,Trending,75482,286,114209,7627,527,253,90,2,#viral #tutorial,0,Thursday,0.7,0.074,0
2941,Sports video #2940,Sports,Europe,Original,25121,343,11428,1080,67,45,74,6,#fyp #beauty #trend #tutorial #viral #comedy,14,Sunday,0.68,0.104,1
2942,Beauty video #2941,Beauty,Europe,Original,83559,417,121520,8679,540,505,19,4,#tutorial #music #trend #fyp,11,Saturday,0.75,0.08,1
2943,Lifestyle video #2942,Lifestyle,Europe,Trending,35819,51,43693,4231,299,196,38,7,#music #dance #fyp #tiktok #fun #beauty #viral,20,Monday,0.6,0.108,1
2944,Fashion video #2943,Fashion,Asia,Trending,50267,291,42361,4549,254,263,32,3,#trend #tutorial #music,15,Saturday,0.77,0.12,1
2945,Sports video #2944,Sports,Europe,Original,18106,132,20556,1434,137,46,10,4,#fyp #beauty #music #trend,6,Friday,0.68,0.079,0
2946,Comedy video #2945,Comedy,US,Original,8028,110,30743,2738,166,98,66,4,#viral #music #tutorial #trend,2,Saturday,0.88,0.098,1
2947,Lifestyle video #2946,Lifestyle,Europe,Original,20174,137,45181,4381,191,213,91,7,#music #tutorial #fyp #beauty #fun #viral #tiktok,20,Saturday,0.6,0.106,1
2948,Music video #2947,Music,LATAM,Trending,18108,44,43734,4838,401,113,166,5,#fyp #tutorial #dance #music #tiktok,8,Friday,0.8,0.122,1
2949,Dance video #2948,Dance,Europe,Trending,15191,198,30319,1974,160,81,120,2,#trend #fun,12,Wednesday,0.92,0.073,0
2950,Dance video #2949,Dance,LATAM,Remix,17175,181,11297,570,32,11,86,5,#fun #dance #music #fyp #viral,3,Friday,0.92,0.054,0
2951,Comedy video #2950,Comedy,Europe,Trending,25161,54,9759,571,50,23,49,7,#viral #tutorial #trend #music #tiktok #fyp #comedy,1,Monday,0.88,0.066,0
2952,Gaming video #2951,Gaming,LATAM,Trending,6232,471,30581,3242,126,80,124,7,#viral #tiktok #comedy #music #tutorial #trend #dance,2,Monday,0.7,0.113,1
2953,Fashion video #2952,Fashion,Europe,Trending,17054,27,13201,1162,107,64,152,2,#tutorial #fyp,9,Friday,0.77,0.101,1
2954,Tutorial video #2953,Tutorial,US,Trending,31598,69,41443,3953,364,157,97,6,#music #viral #trend #dance #tutorial #comedy,3,Saturday,0.65,0.108,1
2955,Music video #2954,Music,US,Original,8929,24,37391,2367,227,100,155,6,#fyp #dance #viral #tutorial #comedy #music,16,Thursday,0.8,0.072,0
2956,Music video #2955,Music,US,Trending,2768,353,24942,1444,137,88,110,7,#dance #fun #tutorial #comedy #viral #beauty #music,1,Friday,0.8,0.067,0
2957,Gaming video #2956,Gaming,US,Original,20996,200,21633,1876,135,119,15,3,#comedy #tiktok #beauty,14,Sunday,0.7,0.098,1
2958,Dance video #2957,Dance,US,Trending,16893,231,26181,2157,86,134,78,7,#viral #music #beauty #fun #trend #fyp #tiktok,12,Saturday,0.92,0.091,1
2959,Gaming video #2958,Gaming,Europe,Original,21273,63,24199,2481,89,143,19,3,#comedy #fun #tutorial,15,Saturday,0.7,0.112,1
2960,Gaming video #2959,Gaming,US,Trending,4574,75,39798,3946,141,117,16,6,#tiktok #beauty #tutorial #fun #comedy #dance,12,Friday,0.7,0.106,1
2961,Dance video #2960,Dance,Asia,Original,14439,248,40756,2246,179,102,14,2,#fun #trend,14,Thursday,0.92,0.062,0
2962,Comedy video #2961,Comedy,Asia,Remix,7165,211,19095,1436,118,53,93,3,#tutorial #viral #fun,18,Thursday,0.88,0.084,1
2963,Comedy video #2962,Comedy,Asia,Original,54538,176,39278,2622,224,181,172,7,#fyp #music #viral #fun #tutorial #beauty #tiktok,11,Saturday,0.88,0.077,0
2964,Sports video #2963,Sports,Europe,Original,31554,367,37615,2422,86,114,20,7,#dance #fyp #tutorial #tiktok #music #comedy #viral,2,Saturday,0.68,0.07,0
2965,Sports video #2964,Sports,US,Trending,26001,53,22259,2282,179,66,162,4,#beauty #trend #dance #viral,2,Friday,0.68,0.114,1
2966,Sports video #2965,Sports,US,Original,42994,261,45550,4930,380,277,171,4,#tutorial #trend #fyp #comedy,18,Wednesday,0.68,0.123,1
2967,Sports video #2966,Sports,Europe,Original,9530,185,13627,1474,112,48,61,5,#beauty #fyp #tutorial #dance #trend,7,Friday,0.68,0.12,1
2968,Dance video #2967,Dance,Asia,Trending,29789,56,51271,5326,349,299,136,6,#viral #tutorial #trend #fun #dance #music,21,Saturday,0.92,0.117,1
2969,Music video #2968,Music,LATAM,Original,14226,171,13026,1033,88,37,147,5,#tiktok #fun #tutorial #viral #dance,20,Wednesday,0.8,0.089,1
2970,Gaming video #2969,Gaming,US,Trending,33627,236,15339,1371,77,84,21,3,#trend #tiktok #music,18,Tuesday,0.7,0.1,1
2971,Music video #2970,Music,US,Original,67109,61,102892,11412,1112,445,28,1,#beauty,13,Wednesday,0.8,0.126,1
2972,Comedy video #2971,Comedy,LATAM,Trending,5512,147,19188,1109,47,55,34,4,#music #tiktok #dance #beauty,13,Monday,0.88,0.063,0
2973,Fashion video #2972,Fashion,Europe,Trending,38850,49,47190,4461,280,320,164,4,#fyp #comedy #tutorial #music,4,Wednesday,0.77,0.107,1
2974,Beauty video #2973,Beauty,Europe,Trending,3338,239,2282,184,16,13,106,2,#fun #dance,16,Thursday,0.75,0.093,1
2975,Gaming video #2974,Gaming,LATAM,Original,31333,236,22446,2273,193,143,72,7,#comedy #beauty #trend #fyp #dance #tutorial #tiktok,8,Sunday,0.7,0.116,1
2976,Lifestyle video #2975,Lifestyle,Europe,Trending,32569,56,37031,3432,119,225,46,3,#fun #beauty #dance,7,Monday,0.6,0.102,1
2977,Beauty video #2976,Beauty,Asia,Trending,26324,108,28336,2813,213,101,171,1,#music,1,Sunday,0.75,0.11,1
2978,Dance video #2977,Dance,LATAM,Trending,7632,292,45015,4498,364,289,172,6,#viral #tutorial #beauty #music #fyp #dance,23,Tuesday,0.92,0.114,1
2979,Fashion video #2978,Fashion,Europe,Trending,8319,955,19729,1020,40,40,31,1,#beauty,6,Wednesday,0.77,0.056,0
2980,Beauty video #2979,Beauty,Europe,Trending,21112,500,40363,2077,156,71,149,7,#fyp #beauty #fun #trend #dance #comedy #music,5,Saturday,0.75,0.057,0
2981,Dance video #2980,Dance,US,Trending,25739,401,32860,1896,171,64,106,4,#tiktok #fyp #trend #beauty,19,Monday,0.92,0.065,0
2982,Dance video #2981,Dance,Asia,Trending,29358,395,25758,2315,160,154,40,5,#music #tutorial #trend #beauty #tiktok,11,Sunday,0.92,0.102,1
2983,Lifestyle video #2982,Lifestyle,US,Original,33082,487,22889,2147,93,126,155,4,#tiktok #tutorial #beauty #dance,3,Thursday,0.6,0.103,1
2984,Dance video #2983,Dance,LATAM,Original,13833,136,20824,1907,154,147,48,3,#tiktok #comedy #trend,16,Sunday,0.92,0.106,1
2985,Lifestyle video #2984,Lifestyle,Asia,Trending,45276,270,50026,5376,518,228,95,3,#music #tutorial #fun,13,Thursday,0.6,0.122,1
2986,Dance video #2985,Dance,Asia,Original,181157,33,292301,17495,1345,672,122,3,#tutorial #viral #beauty,0,Wednesday,0.92,0.067,0
2987,Food video #2986,Food,Asia,Trending,127645,66,65251,6854,248,498,105,3,#music #trend #comedy,19,Thursday,0.72,0.116,1
2988,Music video #2987,Music,Europe,Remix,23365,48,34331,3244,192,147,111,1,#comedy,14,Friday,0.8,0.104,1
2989,Music video #2988,Music,Europe,Original,22052,73,19369,1110,85,54,13,5,#fun #tutorial #trend #fyp #viral,12,Friday,0.8,0.064,0
2990,Music video #2989,Music,Europe,Original,5627,30,45715,3916,317,137,20,3,#dance #music #fyp,18,Wednesday,0.8,0.096,1
2991,Fashion video #2990,Fashion,US,Remix,3182,109,19531,1145,68,49,179,4,#fyp #comedy #tiktok #viral,7,Friday,0.77,0.065,0
2992,Tutorial video #2991,Tutorial,LATAM,Original,5894,342,31468,3211,317,101,23,3,#beauty #music #dance,13,Saturday,0.65,0.115,1
2993,Sports video #2992,Sports,Asia,Trending,16575,538,11853,832,49,42,101,7,#music #dance #tiktok #viral #comedy #fyp #fun,4,Thursday,0.68,0.078,0
2994,Gaming video #2993,Gaming,LATAM,Original,1384,235,9646,750,55,51,62,5,#music #beauty #fun #trend #viral,18,Wednesday,0.7,0.089,1
2995,Comedy video #2994,Comedy,Europe,Trending,6591,198,5018,418,26,23,172,2,#music #fyp,10,Friday,0.88,0.093,1
2996,Gaming video #2995,Gaming,Asia,Trending,4746,261,34149,2026,168,159,20,4,#fun #tutorial #fyp #dance,16,Wednesday,0.7,0.069,0
2997,Tutorial video #2996,Tutorial,LATAM,Original,69589,34,34777,3867,314,156,30,4,#music #tutorial #viral #beauty,23,Thursday,0.65,0.125,1
2998,Fashion video #2997,Fashion,Asia,Trending,54015,44,30226,1556,89,94,85,5,#comedy #trend #music #dance #tutorial,9,Saturday,0.77,0.058,0
2999,Beauty video #2998,Beauty,LATAM,Remix,42831,108,62302,5094,485,400,52,7,#music #tutorial #beauty #fyp #trend #fun #tiktok,17,Friday,0.75,0.096,1
3000,Gaming video #2999,Gaming,LATAM,Trending,17047,25,42291,2418,229,60,142,1,#fun,13,Tuesday,0.7,0.064,0
3001,Music video #3000,Music,US,Original,17663,30,9909,999,69,61,150,1,#viral,0,Monday,0.8,0.114,1
3002,Dance video #3001,Dance,Europe,Original,5502,65,34689,3429,272,161,57,1,#viral,5,Thursday,0.92,0.111,1
3003,Food video #3002,Food,LATAM,Remix,16348,224,26003,1498,127,69,151,5,#viral #music #beauty #fyp #dance,16,Monday,0.72,0.065,0
3004,Dance video #3003,Dance,Europe,Trending,3453,508,47175,2773,178,206,148,4,#tiktok #dance #viral #fun,9,Monday,0.92,0.067,0
3005,Fashion video #3004,Fashion,LATAM,Remix,8685,380,6822,591,41,42,83,6,#fun #tutorial #beauty #fyp #viral #tiktok,5,Monday,0.77,0.099,1
3006,Beauty video #3005,Beauty,Europe,Trending,6623,123,14475,1181,103,33,142,7,#tiktok #viral #trend #fun #dance #beauty #tutorial,19,Saturday,0.75,0.091,1
3007,Tutorial video #3006,Tutorial,Europe,Trending,49857,158,35483,3817,302,299,23,5,#beauty #tutorial #fyp #music #dance,11,Wednesday,0.65,0.125,1
3008,Sports video #3007,Sports,Asia,Trending,7817,61,26935,2330,168,165,170,4,#viral #fun #comedy #music,14,Monday,0.68,0.099,1
3009,Gaming video #3008,Gaming,US,Original,33768,266,54683,5899,493,157,95,4,#comedy #tiktok #fyp #fun,16,Sunday,0.7,0.12,1
3010,Lifestyle video #3009,Lifestyle,US,Trending,5933,51,5208,496,40,17,125,3,#beauty #music #viral,16,Thursday,0.6,0.106,1
3011,Music video #3010,Music,Asia,Remix,69440,113,139514,15167,1345,964,87,5,#viral #fyp #comedy #tiktok #trend,23,Saturday,0.8,0.125,1
3012,Fashion video #3011,Fashion,Europe,Trending,37782,20,41318,4922,158,235,97,7,#music #beauty #dance #trend #comedy #tutorial #fun,20,Wednesday,0.77,0.129,1
3013,Fashion video #3012,Fashion,LATAM,Trending,61945,189,55533,4119,225,198,172,1,#trend,11,Monday,0.77,0.082,1
3014,Lifestyle video #3013,Lifestyle,US,Original,44845,163,27236,1588,86,35,70,6,#tutorial #viral #comedy #trend #music #tiktok,1,Friday,0.6,0.063,0
3015,Music video #3014,Music,US,Original,32852,155,39162,2631,177,59,58,5,#music #tutorial #fun #fyp #trend,15,Thursday,0.8,0.073,0
3016,Tutorial video #3015,Tutorial,US,Trending,5543,141,7761,638,50,49,88,5,#fyp #music #comedy #dance #viral,14,Wednesday,0.65,0.095,1
3017,Food video #3016,Food,US,Trending,14787,82,27761,2941,147,126,133,5,#dance #tiktok #music #viral #fun,7,Monday,0.72,0.116,1
3018,Dance video #3017,Dance,US,Remix,31614,185,29624,1600,88,96,73,3,#tiktok #music #fyp,10,Sunday,0.92,0.06,0
3019,Fashion video #3018,Fashion,Asia,Trending,18557,723,25817,2034,110,44,49,7,#fyp #tutorial #viral #trend #comedy #fun #dance,13,Wednesday,0.77,0.085,1
3020,Tutorial video #3019,Tutorial,US,Original,9668,263,8810,681,59,42,21,3,#music #dance #tutorial,4,Saturday,0.65,0.089,1
3021,Dance video #3020,Dance,Asia,Trending,43320,261,94339,6936,681,370,162,4,#comedy #music #fyp #tutorial,13,Saturday,0.92,0.085,1
3022,Lifestyle video #3021,Lifestyle,Europe,Trending,20425,408,19624,1857,138,57,45,3,#fyp #viral #trend,9,Sunday,0.6,0.105,1
3023,Tutorial video #3022,Tutorial,Asia,Trending,24060,528,32351,2821,151,177,162,3,#viral #music #beauty,6,Thursday,0.65,0.097,1
3024,Music video #3023,Music,US,Original,13266,1674,19525,1431,132,78,94,1,#tutorial,1,Monday,0.8,0.084,1
3025,Comedy video #3024,Comedy,Asia,Remix,10977,46,12560,721,42,57,15,6,#fun #viral #tutorial #trend #music #comedy,0,Friday,0.88,0.065,0
3026,Tutorial video #3025,Tutorial,Europe,Trending,20363,2337,12667,769,49,50,53,5,#beauty #tiktok #fyp #comedy #viral,13,Wednesday,0.65,0.069,0
3027,Tutorial video #3026,Tutorial,LATAM,Original,30042,66,21162,1809,57,49,104,7,#music #trend #fun #tutorial #beauty #tiktok #dance,15,Monday,0.65,0.09,1
3028,Fashion video #3027,Fashion,Asia,Trending,31124,411,36018,3149,238,116,34,6,#tiktok #trend #viral #dance #beauty #music,9,Saturday,0.77,0.097,1
3029,Comedy video #3028,Comedy,US,Trending,32114,91,43042,3108,186,199,29,6,#tutorial #music #fyp #trend #dance #beauty,12,Saturday,0.88,0.081,1
3030,Music video #3029,Music,Asia,Original,133681,121,55739,4432,172,136,77,7,#beauty #tiktok #comedy #viral #music #fun #tutorial,11,Saturday,0.8,0.085,1
3031,Tutorial video #3030,Tutorial,US,Original,3246,75,49303,3589,154,241,138,3,#comedy #tiktok #tutorial,21,Friday,0.65,0.081,1
3032,Tutorial video #3031,Tutorial,Europe,Original,131437,98,185228,13515,601,474,140,5,#fyp #trend #tiktok #dance #fun,11,Tuesday,0.65,0.079,0
3033,Fashion video #3032,Fashion,Asia,Trending,12669,567,25401,2478,88,96,75,2,#tiktok #tutorial,9,Wednesday,0.77,0.105,1
3034,Dance video #3033,Dance,US,Trending,56217,87,79087,4459,198,139,60,1,#dance,15,Friday,0.92,0.061,0
3035,Sports video #3034,Sports,US,Trending,85003,57,140580,9044,746,355,11,5,#tiktok #dance #trend #beauty #comedy,13,Friday,0.68,0.072,0
3036,Food video #3035,Food,Europe,Trending,42959,70,22425,2522,109,196,157,3,#fun #comedy #dance,12,Sunday,0.72,0.126,1
3037,Tutorial video #3036,Tutorial,LATAM,Trending,10685,166,20347,2101,111,70,130,7,#tutorial #trend #tiktok #music #fun #fyp #dance,13,Wednesday,0.65,0.112,1
3038,Food video #3037,Food,US,Trending,102618,1216,133194,14515,1037,373,128,3,#fyp #dance #comedy,19,Saturday,0.72,0.12,1
3039,Food video #3038,Food,US,Original,5523,14,38770,2621,242,148,59,2,#comedy #music,6,Friday,0.72,0.078,0
3040,Fashion video #3039,Fashion,US,Trending,54386,1854,76102,6149,404,224,124,3,#music #comedy #dance,22,Saturday,0.77,0.089,1
3041,Sports video #3040,Sports,US,Remix,25382,596,8316,773,69,48,163,3,#music #tiktok #beauty,6,Saturday,0.68,0.107,1
3042,Comedy video #3041,Comedy,Asia,Trending,19429,41,32131,3620,342,133,41,2,#music #comedy,0,Wednesday,0.88,0.127,1
3043,Music video #3042,Music,Europe,Original,22164,206,37837,2586,174,96,55,1,#comedy,14,Sunday,0.8,0.075,0
3044,Fashion video #3043,Fashion,LATAM,Original,13121,27,11231,580,32,35,67,6,#trend #dance #music #beauty #tutorial #comedy,6,Wednesday,0.77,0.058,0
3045,Beauty video #3044,Beauty,US,Original,26065,418,22500,1758,67,101,165,5,#trend #comedy #dance #viral #fyp,15,Sunday,0.75,0.086,1
3046,Gaming video #3045,Gaming,Europe,Trending,55068,192,57428,4881,394,176,41,1,#music,15,Sunday,0.7,0.095,1
3047,Dance video #3046,Dance,Europe,Original,26456,481,52972,4618,446,304,28,5,#viral #tutorial #fun #trend #music,0,Sunday,0.92,0.101,1
3048,Comedy video #3047,Comedy,US,Trending,172986,44,285914,31329,1102,2149,102,4,#music #tutorial #trend #beauty,15,Wednesday,0.88,0.121,1
3049,Comedy video #3048,Comedy,Asia,Original,10884,107,10739,757,51,30,157,1,#comedy,19,Sunday,0.88,0.078,0
3050,Music video #3049,Music,US,Trending,23161,518,29594,2149,170,108,125,3,#music #viral #tutorial,8,Wednesday,0.8,0.082,1
3051,Comedy video #3050,Comedy,US,Original,25679,4168,54326,6509,602,186,128,1,#viral,22,Saturday,0.88,0.134,1
3052,Gaming video #3051,Gaming,US,Trending,105456,229,60234,5914,260,187,72,1,#tiktok,8,Saturday,0.7,0.106,1
3053,Lifestyle video #3052,Lifestyle,US,Original,4718,19,40749,4883,196,248,39,5,#tutorial #dance #beauty #music #tiktok,22,Friday,0.6,0.131,1
3054,Beauty video #3053,Beauty,Europe,Trending,20291,227,11680,657,25,40,29,7,#tutorial #comedy #trend #music #dance #beauty #tiktok,10,Saturday,0.75,0.062,0
3055,Food video #3054,Food,Europe,Trending,6938,75,41000,2060,188,128,82,7,#fyp #beauty #fun #music #trend #tutorial #comedy,2,Wednesday,0.72,0.058,0
3056,Dance video #3055,Dance,LATAM,Trending,5174,89,39160,1999,175,86,118,6,#viral #music #fun #tiktok #trend #comedy,3,Friday,0.92,0.058,0
3057,Beauty video #3056,Beauty,US,Trending,15071,236,33691,2053,173,79,145,3,#beauty #fyp #tiktok,13,Sunday,0.75,0.068,0
3058,Fashion video #3057,Fashion,US,Original,2135,165,7433,619,29,26,172,4,#comedy #fun #beauty #fyp,10,Thursday,0.77,0.091,1
